date,sqft_living,price,bedrooms,bathrooms,price_category
2014-07-03,3230,850000.0,3,2.5,high_end
2015-03-30,3360,850000.0,3,2.5,high_end
2014-10-14,4200,850000.0,5,3.5,high_end
2015-01-07,3320,850000.0,4,2.75,high_end
2015-05-04,2280,850000.0,3,1.0,high_end
2014-06-03,1370,850000.0,3,1.75,high_end
2014-07-31,2450,850000.0,3,1.75,high_end
2014-07-24,3360,850000.0,2,2.5,high_end
2014-07-23,3380,850000.0,4,2.0,high_end
2014-10-22,3450,850000.0,4,3.25,high_end
2014-10-16,2620,850000.0,3,3.5,high_end
2014-05-19,2640,850000.0,4,3.5,high_end
2014-10-08,1400,850000.0,3,1.75,high_end
2014-09-24,2170,850000.0,2,1.75,high_end
2014-09-18,3260,850000.0,3,2.5,high_end
2014-12-15,2700,850000.0,2,2.75,high_end
2015-02-24,3070,850000.0,3,3.5,high_end
2015-03-13,3180,850000.0,3,2.75,high_end
2014-09-12,3300,850000.0,3,2.5,high_end
2014-06-14,2920,850000.0,5,2.75,high_end
2015-03-11,3000,850000.0,3,2.25,high_end
2014-07-14,2220,850000.0,3,2.25,high_end
2014-07-10,2310,850000.0,5,2.0,high_end
2015-03-31,2210,850000.0,2,1.5,high_end
2015-04-11,2980,850000.0,5,4.0,high_end
2014-12-16,2820,850000.0,6,3.5,high_end
2014-10-20,1540,850000.0,3,2.0,high_end
2015-02-17,3120,850000.0,3,2.5,high_end
2014-06-24,3330,850000.0,4,3.0,high_end
2014-06-30,2650,850000.0,3,2.5,high_end
2015-02-24,1800,850000.0,2,1.5,high_end
2014-05-22,3090,850000.0,4,3.25,high_end
2015-03-18,2940,850000.0,3,2.5,high_end
2014-07-03,2470,850000.0,3,2.0,high_end
2014-08-25,3150,850000.0,5,3.5,high_end
2014-10-09,1910,850000.0,3,3.0,high_end
2014-06-19,1590,850000.0,2,1.75,high_end
2014-06-16,4140,850000.0,4,3.5,high_end
2015-04-03,3070,850000.0,4,3.0,high_end
2014-11-05,2640,850000.0,2,2.0,high_end
2014-09-30,5440,850000.0,4,2.75,high_end
2014-09-18,2900,850000.0,4,2.5,high_end
2014-07-23,2500,850000.0,4,1.0,high_end
2014-09-29,3180,850000.0,4,2.5,high_end
2014-10-28,3300,849990.0,4,2.75,high_end
2015-03-25,2990,849950.0,3,3.0,high_end
2014-06-13,2280,849900.0,2,2.0,high_end
2014-07-29,2960,849000.0,3,3.0,high_end
2014-08-25,4010,849000.0,4,2.75,high_end
2014-10-01,2440,849000.0,4,1.5,high_end
2014-09-19,2520,849000.0,3,1.75,high_end
2014-06-21,2160,849000.0,4,2.0,high_end
2014-12-08,2450,849000.0,5,3.25,high_end
2014-07-22,3160,848750.0,6,3.75,high_end
2015-02-06,2170,848000.0,3,2.75,high_end
2014-09-22,3010,848000.0,3,3.5,high_end
2015-03-26,2290,848000.0,5,1.75,high_end
2014-07-10,4230,847700.0,5,3.25,high_end
2014-11-17,2760,847093.0,4,2.75,high_end
2015-03-25,3010,847000.0,6,2.5,high_end
2014-06-03,2550,847000.0,5,1.0,high_end
2015-04-27,3710,846450.0,4,2.5,high_end
2014-08-01,2720,846000.0,4,3.25,high_end
2014-09-11,4450,845950.0,5,2.75,high_end
2014-11-21,3020,845800.0,4,3.5,high_end
2014-06-13,4070,845000.0,4,2.75,high_end
2014-07-24,3460,845000.0,3,3.5,high_end
2014-10-28,2880,845000.0,4,2.5,high_end
2015-04-07,2390,845000.0,4,2.5,high_end
2014-09-29,1720,845000.0,5,2.0,high_end
2014-10-30,2390,845000.0,4,3.0,high_end
2015-03-16,1600,845000.0,3,1.75,high_end
2015-02-03,3360,845000.0,4,2.5,high_end
2014-07-24,2940,845000.0,4,2.5,high_end
2015-04-09,2970,845000.0,4,2.5,high_end
2014-06-24,2540,845000.0,3,2.0,high_end
2015-05-01,2880,845000.0,4,3.25,high_end
2014-10-22,3160,845000.0,4,2.75,high_end
2015-03-18,3350,845000.0,4,3.5,high_end
2015-04-01,3350,844000.0,4,3.5,high_end
2014-08-15,3090,844000.0,4,3.25,high_end
2014-06-01,2630,843500.0,4,2.0,high_end
2014-12-07,3560,843500.0,3,2.5,high_end
2015-03-12,3130,843000.0,3,2.5,high_end
2014-05-11,2160,842500.0,4,2.5,high_end
2014-10-13,2560,842500.0,3,2.25,high_end
2014-11-15,2980,842500.0,5,4.0,high_end
2014-07-16,2170,842000.0,4,1.75,high_end
2014-10-17,1620,842000.0,3,1.0,high_end
2015-02-19,3080,841000.0,4,2.5,high_end
2014-07-15,2290,840500.0,4,2.25,high_end
2014-05-28,2520,840500.0,3,2.0,high_end
2015-04-13,2480,840000.0,4,2.5,high_end
2014-09-11,2840,840000.0,4,3.5,high_end
2014-08-11,3050,840000.0,3,2.5,high_end
2014-07-29,3130,840000.0,4,2.75,high_end
2014-08-20,2060,840000.0,3,2.5,high_end
2015-04-17,2360,840000.0,4,2.5,high_end
2014-05-28,2330,840000.0,4,1.75,high_end
2014-08-04,2480,840000.0,4,1.75,high_end
2014-06-17,3860,840000.0,4,3.5,high_end
2014-11-14,2790,840000.0,5,2.75,high_end
2014-08-21,3730,840000.0,4,2.5,high_end
2015-04-14,3160,840000.0,4,3.25,high_end
2015-04-30,2170,840000.0,4,2.5,high_end
2014-11-13,1680,840000.0,2,2.5,high_end
2014-07-21,2720,840000.0,4,2.25,high_end
2014-05-12,2600,840000.0,4,2.75,high_end
2014-07-10,3840,840000.0,4,3.5,high_end
2014-05-15,2930,840000.0,4,1.75,high_end
2014-05-28,3420,840000.0,4,2.5,high_end
2015-04-29,3450,840000.0,4,2.5,high_end
2015-03-04,3570,840000.0,3,3.0,high_end
2014-05-28,3040,840000.0,4,2.75,high_end
2014-10-28,2100,840000.0,4,2.25,high_end
2014-10-22,2500,840000.0,5,1.75,high_end
2015-04-07,2020,840000.0,3,1.75,high_end
2014-07-09,2783,840000.0,3,2.0,high_end
2014-05-30,4290,840000.0,7,4.5,high_end
2015-04-27,3500,840000.0,4,3.25,high_end
2015-01-26,2750,840000.0,5,3.0,high_end
2014-10-27,3040,840000.0,4,2.75,high_end
2014-08-22,3660,839990.0,4,2.75,high_end
2014-07-12,3010,839950.0,4,2.75,high_end
2014-11-19,3420,839900.0,4,2.5,high_end
2014-05-09,3810,839900.0,4,3.5,high_end
2015-03-24,2950,839704.0,4,3.25,high_end
2014-08-12,2400,839000.0,4,2.75,high_end
2014-08-11,4280,839000.0,5,4.0,high_end
2014-05-15,1230,839000.0,3,1.0,high_end
2014-06-24,3200,839000.0,3,2.5,high_end
2014-08-05,2620,838400.0,4,2.5,high_end
2014-09-04,3760,838300.0,6,2.5,high_end
2015-04-20,2930,838000.0,3,3.75,high_end
2015-04-16,2560,838000.0,4,2.5,high_end
2014-05-02,3310,838000.0,4,2.5,high_end
2014-06-17,3010,837700.0,5,2.75,high_end
2014-06-04,2700,837500.0,4,2.5,high_end
2014-06-06,3030,837219.0,5,2.75,high_end
2015-04-22,2940,837000.0,5,2.75,high_end
2014-09-03,2230,836500.0,3,2.5,high_end
2014-12-12,2450,836000.0,4,2.5,high_end
2014-07-22,2380,835100.0,4,2.5,high_end
2014-12-10,2960,835000.0,3,2.5,high_end
2014-07-24,3600,835000.0,5,4.0,high_end
2015-03-24,3560,835000.0,6,2.0,high_end
2015-04-29,3060,835000.0,3,1.0,high_end
2014-08-04,3270,835000.0,4,3.25,high_end
2014-06-06,2280,835000.0,2,2.0,high_end
2014-07-03,4930,835000.0,4,4.25,high_end
2014-06-29,2120,835000.0,3,2.25,high_end
2014-06-23,3030,835000.0,4,2.5,high_end
2014-12-03,1490,835000.0,3,1.75,high_end
2014-09-05,3130,835000.0,4,2.75,high_end
2014-07-16,3650,835000.0,4,2.5,high_end
2015-01-12,3570,835000.0,2,3.25,high_end
2014-07-23,4480,835000.0,4,3.0,high_end
2014-06-12,2790,835000.0,3,3.0,high_end
2015-02-09,2720,835000.0,3,2.5,high_end
2014-09-16,1570,835000.0,3,2.0,high_end
2014-05-08,1910,835000.0,4,2.0,high_end
2014-08-14,2520,835000.0,3,2.25,high_end
2014-06-03,1550,835000.0,4,2.75,high_end
2014-12-04,4030,835000.0,4,2.75,high_end
2014-09-25,2460,835000.0,5,2.75,high_end
2015-01-12,2950,835000.0,4,2.5,high_end
2015-02-25,3390,835000.0,4,2.0,high_end
2014-08-04,3360,834995.0,5,1.5,high_end
2014-09-08,3630,834950.0,5,3.5,high_end
2015-01-15,3230,834950.0,5,2.75,high_end
2014-08-20,3470,834800.0,3,3.5,high_end
2014-12-10,2760,834538.0,3,2.5,high_end
2014-09-08,2780,834500.0,3,2.25,high_end
2015-02-09,2370,834000.0,4,2.5,high_end
2014-12-01,2550,834000.0,3,2.25,high_end
2015-03-25,4460,833450.0,5,4.0,high_end
2014-05-09,3780,833000.0,4,2.75,high_end
2014-08-18,3560,833000.0,4,3.5,high_end
2015-03-30,2190,833000.0,4,2.5,high_end
2015-03-31,2260,833000.0,4,1.75,high_end
2015-04-07,1640,832600.0,4,1.0,high_end
2014-11-26,3450,832500.0,4,2.5,high_end
2014-11-05,3430,832500.0,4,4.0,high_end
2014-08-18,1870,832500.0,3,2.0,high_end
2015-01-13,3190,832000.0,4,2.25,high_end
2014-08-22,3010,831548.0,5,2.75,high_end
2014-06-23,4470,831500.0,5,2.5,high_end
2014-05-05,2170,831000.0,4,3.0,high_end
2014-06-09,2030,831000.0,4,2.5,high_end
2015-01-20,2240,831000.0,3,2.25,high_end
2015-03-20,2680,830200.0,3,2.5,high_end
2014-08-28,3610,830005.0,4,3.75,high_end
2014-10-28,2920,830000.0,5,3.0,high_end
2015-03-25,3010,830000.0,4,2.25,high_end
2014-11-10,2180,830000.0,4,2.25,high_end
2015-04-28,3080,830000.0,4,3.25,high_end
2014-08-20,3370,830000.0,3,2.5,high_end
2015-02-26,1150,830000.0,2,1.0,high_end
2014-06-03,2080,830000.0,3,3.0,high_end
2014-10-22,2760,830000.0,3,2.5,high_end
2014-06-20,2780,830000.0,5,2.25,high_end
2014-05-05,3400,830000.0,4,2.5,high_end
2014-05-08,3040,830000.0,5,3.0,high_end
2014-11-11,3700,830000.0,5,3.5,high_end
2014-12-11,1840,830000.0,3,1.5,high_end
2015-04-20,2810,830000.0,5,2.5,high_end
2015-04-24,2880,830000.0,5,3.5,high_end
2015-01-05,2130,830000.0,2,1.5,high_end
2014-05-27,1850,830000.0,4,2.5,high_end
2015-03-27,2090,830000.0,4,2.75,high_end
2014-09-09,3820,830000.0,3,3.5,high_end
2014-12-17,2530,830000.0,6,3.0,high_end
2015-01-28,3490,830000.0,5,3.5,high_end
2015-03-27,3330,830000.0,4,3.25,high_end
2014-10-27,2710,830000.0,5,2.25,high_end
2015-03-31,2020,830000.0,4,3.0,high_end
2014-08-04,3360,829995.0,5,3.25,high_end
2014-10-06,3430,829950.0,4,2.5,high_end
2015-02-23,3840,829900.0,4,3.5,high_end
2014-08-13,3310,829000.0,4,3.0,high_end
2015-02-06,2690,829000.0,3,2.75,high_end
2015-01-02,2970,829000.0,4,2.75,high_end
2014-05-15,3930,828950.0,4,3.5,high_end
2014-09-19,3720,828500.0,4,2.5,high_end
2014-12-10,3400,828200.0,4,2.75,high_end
2014-08-18,3520,828000.0,4,2.5,high_end
2014-08-25,2120,828000.0,4,2.5,high_end
2014-12-03,1810,827500.0,3,2.5,high_end
2015-03-12,3920,827500.0,5,4.25,high_end
2014-12-01,1740,827235.0,3,1.75,high_end
2015-04-28,1850,827000.0,3,2.5,high_end
2014-06-26,3230,827000.0,4,2.5,high_end
2015-03-24,3230,826600.0,4,3.25,high_end
2015-03-25,2330,826000.0,3,3.25,high_end
2015-03-23,1060,826000.0,2,1.0,high_end
2014-12-31,1890,826000.0,3,1.5,high_end
2014-06-26,3060,826000.0,4,2.5,high_end
2015-02-09,2950,825750.0,4,3.5,high_end
2014-05-30,2780,825500.0,3,2.5,high_end
2015-03-05,2860,825050.0,4,3.25,high_end
2014-09-24,2290,825000.0,4,1.0,high_end
2014-12-18,2670,825000.0,3,3.5,high_end
2014-08-27,1150,825000.0,2,1.0,high_end
2014-12-17,3200,825000.0,4,3.25,high_end
2014-08-13,3040,825000.0,3,2.75,high_end
2014-12-18,2180,825000.0,4,2.5,high_end
2014-10-28,3760,825000.0,3,2.5,high_end
2015-04-07,2910,825000.0,4,3.0,high_end
2015-01-30,2050,825000.0,2,1.75,high_end
2015-04-30,2980,825000.0,3,2.25,high_end
2014-07-01,3990,825000.0,4,2.75,high_end
2015-05-12,2010,825000.0,3,1.75,high_end
2014-11-03,2520,825000.0,3,2.25,high_end
2014-10-22,2040,825000.0,4,1.5,high_end
2015-04-10,2330,825000.0,5,1.75,high_end
2015-04-20,4140,825000.0,5,3.5,high_end
2014-12-31,3210,825000.0,4,2.5,high_end
2014-07-24,2770,825000.0,4,2.25,high_end
2014-07-05,2110,825000.0,4,2.25,high_end
2014-11-11,3280,825000.0,3,2.5,high_end
2014-10-17,1240,825000.0,2,1.0,high_end
2015-03-16,3920,825000.0,4,3.5,high_end
2014-06-16,2810,825000.0,4,2.5,high_end
2014-09-11,1830,825000.0,2,2.0,high_end
2014-11-02,2560,825000.0,4,2.5,high_end
2015-03-26,3040,825000.0,4,3.25,high_end
2014-07-24,3730,825000.0,3,3.0,high_end
2014-11-04,3370,825000.0,4,2.5,high_end
2014-12-18,4080,825000.0,5,3.0,high_end
2014-06-16,1890,825000.0,4,1.5,high_end
2014-10-06,2080,825000.0,3,1.75,high_end
2014-09-02,4110,825000.0,4,3.25,high_end
2014-10-06,3400,825000.0,3,2.5,high_end
2014-09-19,1820,825000.0,4,1.0,high_end
2015-04-29,2510,825000.0,3,2.25,high_end
2015-01-02,1930,825000.0,3,1.75,high_end
2015-03-24,2220,825000.0,4,2.75,high_end
2014-06-18,3810,825000.0,4,3.5,high_end
2014-07-15,2890,825000.0,5,2.5,high_end
2014-10-21,3070,825000.0,5,3.0,high_end
2014-12-30,3220,825000.0,4,2.5,high_end
2014-10-22,3620,825000.0,4,3.5,high_end
2014-10-15,2430,825000.0,4,2.25,high_end
2015-04-23,2610,824500.0,4,2.5,high_end
2014-06-17,3670,824000.0,7,4.25,high_end
2014-11-10,1210,824000.0,2,1.0,high_end
2015-03-24,2490,824000.0,4,2.25,high_end
2014-08-21,2320,824000.0,4,2.5,high_end
2014-09-24,3650,824000.0,4,3.5,high_end
2014-05-05,2920,823000.0,6,1.75,high_end
2015-03-24,2560,823000.0,3,2.5,high_end
2015-03-23,2640,823000.0,5,1.75,high_end
2015-02-11,3010,822600.0,4,2.5,high_end
2015-02-10,3090,822500.0,3,2.5,high_end
2014-06-13,2320,822500.0,5,3.5,high_end
2014-08-12,1450,822500.0,2,1.0,high_end
2014-06-12,2683,822000.0,4,2.5,high_end
2015-02-25,2410,822000.0,3,2.0,high_end
2014-09-23,2290,822000.0,3,2.5,high_end
2014-07-07,2760,821000.0,3,2.75,high_end
2015-04-24,3860,820875.0,5,3.25,high_end
2014-09-26,2950,820000.0,3,2.5,high_end
2014-06-02,2160,820000.0,3,1.75,high_end
2014-07-01,2880,820000.0,3,2.25,high_end
2014-05-29,2280,820000.0,4,2.25,high_end
2014-07-29,2920,820000.0,4,2.5,high_end
2014-06-18,3170,820000.0,4,2.5,high_end
2014-12-17,3720,820000.0,4,2.5,high_end
2014-07-23,2210,820000.0,2,2.5,high_end
2015-03-06,3260,820000.0,4,2.5,high_end
2015-03-27,3030,820000.0,3,2.5,high_end
2015-01-16,2420,820000.0,4,2.75,high_end
2014-08-15,2970,820000.0,3,2.5,high_end
2014-08-25,3170,820000.0,4,2.5,high_end
2015-04-10,2440,820000.0,4,2.5,high_end
2014-10-30,2990,820000.0,3,2.5,high_end
2014-05-28,2510,820000.0,3,2.5,high_end
2015-03-10,3160,820000.0,5,2.5,high_end
2014-10-17,2980,820000.0,3,2.5,high_end
2014-07-17,2830,820000.0,5,2.75,high_end
2014-05-24,3670,820000.0,4,2.5,high_end
2014-10-23,3850,820000.0,3,3.0,high_end
2014-12-08,3540,820000.0,4,2.75,high_end
2015-01-14,2770,820000.0,4,3.5,high_end
2014-05-15,3030,819995.0,5,2.75,high_end
2014-05-13,3150,819900.0,5,2.75,high_end
2014-07-08,3176,819000.0,3,2.75,high_end
2014-06-24,2130,819000.0,3,3.5,high_end
2014-08-14,1850,819000.0,3,1.75,high_end
2015-02-20,2750,819000.0,3,2.5,high_end
2015-04-28,1300,819000.0,3,1.0,high_end
2015-03-04,1080,818900.0,3,1.0,high_end
2014-09-09,4790,818500.0,5,3.5,high_end
2015-02-05,4020,818000.0,4,2.5,high_end
2015-04-28,2200,818000.0,3,3.25,high_end
2014-05-19,2380,818000.0,2,2.5,high_end
2015-03-16,2460,818000.0,4,2.25,high_end
2015-04-25,2910,817500.0,4,2.5,high_end
2014-10-09,3600,817500.0,5,3.5,high_end
2014-09-05,3230,817500.0,3,3.25,high_end
2015-03-27,2980,817250.0,3,2.5,high_end
2014-10-28,2310,817000.0,3,1.5,high_end
2014-08-05,2600,817000.0,4,2.25,high_end
2014-09-16,1180,816000.0,3,1.5,high_end
2014-09-29,2060,815241.0,5,2.25,high_end
2014-07-15,1370,815000.0,3,1.5,high_end
2015-02-14,3400,815000.0,3,2.5,high_end
2014-10-02,3040,815000.0,4,3.5,high_end
2015-01-08,2310,815000.0,3,2.0,high_end
2014-07-30,2590,815000.0,3,2.5,high_end
2014-08-04,3500,815000.0,5,3.5,high_end
2014-10-29,1820,815000.0,4,1.75,high_end
2015-04-28,2970,815000.0,4,1.75,high_end
2014-11-26,3230,815000.0,5,3.25,high_end
2014-07-03,3150,815000.0,4,2.5,high_end
2014-05-21,3488,815000.0,4,2.75,high_end
2015-04-20,2790,815000.0,3,2.5,high_end
2014-10-28,1400,815000.0,4,2.0,high_end
2014-06-26,2620,815000.0,4,2.75,high_end
2014-06-26,2270,815000.0,3,2.0,high_end
2015-03-27,2860,815000.0,6,3.0,high_end
2014-10-15,2780,815000.0,3,3.75,high_end
2014-07-29,2060,815000.0,4,1.5,high_end
2015-02-24,3410,815000.0,5,2.25,high_end
2015-03-19,2415,815000.0,3,2.5,high_end
2015-03-30,3030,815000.0,4,2.5,high_end
2014-05-28,2000,815000.0,4,2.25,high_end
2015-04-29,1940,815000.0,3,1.5,high_end
2015-03-11,3880,815000.0,4,2.5,high_end
2014-11-18,2990,814950.0,4,2.75,high_end
2014-07-11,3190,814842.0,3,2.5,high_end
2014-08-25,2840,814000.0,4,2.5,high_end
2014-07-23,2530,813500.0,4,2.0,high_end
2014-10-30,2080,813000.0,3,1.75,high_end
2014-06-11,3370,813000.0,4,2.75,high_end
2014-10-20,3430,813000.0,4,2.5,high_end
2014-09-03,3320,813000.0,4,2.5,high_end
2014-09-09,2750,812500.0,4,2.5,high_end
2014-08-08,2810,812500.0,4,2.75,high_end
2014-07-08,3370,812000.0,4,3.5,high_end
2015-04-01,1970,812000.0,3,2.0,high_end
2014-09-25,2270,812000.0,4,2.5,high_end
2015-05-09,2380,812000.0,4,2.0,high_end
2014-08-22,2040,812000.0,3,2.5,high_end
2014-06-20,3240,812000.0,3,3.25,high_end
2014-11-20,3970,811500.0,5,4.25,high_end
2014-10-14,1870,811000.0,3,1.75,high_end
2014-07-02,2470,811000.0,3,3.0,high_end
2014-08-25,2510,811000.0,2,2.5,high_end
2014-08-22,3847,810000.0,5,2.75,high_end
2014-11-18,2390,810000.0,3,2.0,high_end
2015-02-13,3970,810000.0,6,2.75,high_end
2014-08-01,3010,810000.0,4,2.75,high_end
2014-10-01,3520,810000.0,4,2.5,high_end
2014-07-08,2700,810000.0,2,2.75,high_end
2014-09-15,3990,810000.0,4,3.0,high_end
2015-01-13,1760,810000.0,3,2.0,high_end
2014-11-14,2020,810000.0,4,2.25,high_end
2015-01-28,2610,810000.0,3,2.5,high_end
2015-03-24,2950,810000.0,5,3.25,high_end
2014-06-13,1980,810000.0,3,1.75,high_end
2014-10-29,3550,810000.0,5,3.5,high_end
2014-06-22,2810,810000.0,4,2.5,high_end
2014-08-12,4170,810000.0,4,3.5,high_end
2014-10-26,3290,810000.0,5,3.25,high_end
2014-07-09,2000,810000.0,4,1.75,high_end
2014-12-22,4140,810000.0,4,3.25,high_end
2015-01-22,2820,810000.0,4,2.75,high_end
2014-07-18,3980,810000.0,4,3.5,high_end
2014-08-29,2870,810000.0,3,2.0,high_end
2014-07-14,1760,810000.0,4,1.75,high_end
2015-05-06,3260,810000.0,4,2.5,high_end
2014-09-10,3340,810000.0,4,2.5,high_end
2014-07-22,2910,810000.0,4,2.5,high_end
2014-07-03,1520,810000.0,3,1.5,high_end
2015-02-25,2700,810000.0,4,3.5,high_end
2014-05-19,3480,810000.0,4,2.5,high_end
2015-04-28,2920,810000.0,4,2.0,high_end
2014-12-03,3470,810000.0,4,3.5,high_end
2014-07-25,3140,810000.0,3,2.5,high_end
2014-06-17,2670,810000.0,3,2.5,high_end
2014-10-16,2150,810000.0,4,1.0,high_end
2015-02-17,3280,810000.0,4,2.5,high_end
2015-03-20,2060,810000.0,3,1.75,high_end
2014-06-06,2230,809950.0,4,2.0,high_end
2014-06-11,3280,809950.0,4,2.5,high_end
2014-08-04,3660,809950.0,4,3.5,high_end
2014-06-02,1840,809000.0,4,1.5,high_end
2015-04-02,1790,809000.0,4,1.75,high_end
2014-06-17,2590,809000.0,3,2.5,high_end
2014-05-12,4630,809000.0,5,4.5,high_end
2014-07-11,2900,808900.0,5,2.5,high_end
2014-09-04,1750,808250.0,3,2.0,high_end
2014-11-07,3020,808100.0,4,3.25,high_end
2014-07-01,2500,808000.0,4,2.25,high_end
2014-08-04,3480,808000.0,4,2.5,high_end
2014-09-11,2190,808000.0,4,2.25,high_end
2014-09-23,2590,808000.0,3,1.75,high_end
2014-08-27,2550,808000.0,3,2.5,high_end
2014-11-20,3340,808000.0,4,2.75,high_end
2014-12-19,3460,808000.0,8,3.75,high_end
2015-04-24,3190,807500.0,4,2.5,high_end
2015-03-24,2680,807100.0,4,2.5,high_end
2015-04-28,1940,807000.0,3,2.5,high_end
2014-06-23,2500,806000.0,4,2.5,high_end
2014-08-26,3370,806000.0,4,2.5,high_end
2015-01-27,1440,805500.0,3,1.0,high_end
2015-04-09,1890,805000.0,4,2.0,high_end
2015-01-29,3320,805000.0,5,2.5,high_end
2014-06-26,2600,805000.0,3,2.75,high_end
2014-11-20,3350,805000.0,4,3.0,high_end
2015-04-29,3450,805000.0,4,2.5,high_end
2015-04-29,2440,805000.0,4,2.25,high_end
2014-08-21,2860,805000.0,3,2.25,high_end
2014-11-12,3960,805000.0,4,2.5,high_end
2015-01-26,2240,805000.0,5,3.0,high_end
2014-11-14,4600,805000.0,5,4.5,high_end
2014-10-08,2910,805000.0,4,2.5,high_end
2014-05-02,2710,805000.0,3,2.0,high_end
2014-07-17,1550,805000.0,2,1.75,high_end
2014-08-05,3020,805000.0,4,2.5,high_end
2014-05-22,2410,805000.0,4,2.75,high_end
2014-08-26,3160,805000.0,4,2.5,high_end
2015-04-01,1080,805000.0,3,1.75,high_end
2014-11-20,2350,805000.0,5,3.0,high_end
2014-09-11,3320,805000.0,4,2.5,high_end
2014-06-06,4600,805000.0,5,2.5,high_end
2014-11-17,2690,805000.0,3,2.5,high_end
2014-06-19,3910,805000.0,3,3.0,high_end
2015-03-11,2360,805000.0,4,1.75,high_end
2014-05-16,3360,804995.0,5,1.5,high_end
2014-06-25,3070,804100.0,4,2.5,high_end
2014-09-23,2770,804000.0,5,3.5,high_end
2015-02-03,2620,804000.0,4,2.5,high_end
2014-05-15,3310,803100.0,4,2.5,high_end
2015-01-09,1440,803000.0,2,1.0,high_end
2015-04-14,2790,803000.0,4,2.5,high_end
2015-04-09,4000,802945.0,5,3.5,high_end
2015-01-05,2990,802541.0,5,2.75,high_end
2015-02-13,1950,802500.0,4,2.25,high_end
2014-07-21,3320,802500.0,4,3.75,high_end
2014-09-04,2130,802000.0,4,2.25,high_end
2014-09-16,2170,802000.0,3,2.25,high_end
2014-05-14,2580,802000.0,3,2.5,high_end
2014-06-02,2210,802000.0,2,2.5,high_end
2014-06-22,2870,802000.0,3,1.75,high_end
2014-08-13,2110,802000.0,2,1.75,high_end
2015-03-17,2250,801501.0,4,2.25,high_end
2014-09-02,3290,801000.0,4,3.5,high_end
2014-05-05,3180,800866.0,5,2.5,high_end
2015-02-19,1780,800500.0,4,2.5,high_end
2015-02-05,3250,800000.0,4,2.75,high_end
2014-05-05,3240,800000.0,3,2.5,high_end
2014-11-24,2510,800000.0,4,2.25,high_end
2014-07-18,3691,800000.0,4,2.5,high_end
2014-10-17,2010,800000.0,4,2.25,high_end
2015-01-12,2370,800000.0,4,3.5,high_end
2015-03-26,2350,800000.0,4,2.25,high_end
2014-12-01,5480,800000.0,6,4.25,high_end
2014-08-11,2570,800000.0,4,2.5,high_end
2015-02-06,1430,800000.0,6,1.0,high_end
2014-12-17,3370,800000.0,4,3.75,high_end
2014-06-20,3150,800000.0,4,2.75,high_end
2014-07-11,3220,800000.0,4,2.25,high_end
2015-04-07,3260,800000.0,4,2.75,high_end
2014-08-14,1930,800000.0,5,1.75,high_end
2014-08-29,2760,800000.0,3,2.5,high_end
2014-10-07,7480,800000.0,7,6.75,high_end
2015-05-06,3000,800000.0,5,2.5,high_end
2014-10-23,2540,800000.0,4,3.75,high_end
2014-07-29,2930,800000.0,4,2.5,high_end
2014-12-29,3120,800000.0,4,2.75,high_end
2015-03-25,2450,800000.0,4,2.0,high_end
2014-08-26,2130,800000.0,4,2.0,high_end
2014-06-23,3520,800000.0,4,3.0,high_end
2014-12-08,2390,800000.0,4,2.5,high_end
2014-12-17,4600,800000.0,4,2.75,high_end
2015-04-28,2100,800000.0,3,2.5,high_end
2014-11-04,1790,800000.0,4,1.5,high_end
2014-08-13,1050,800000.0,2,1.0,high_end
2014-05-30,1730,800000.0,2,2.25,high_end
2014-06-25,1740,800000.0,2,1.0,high_end
2015-04-03,2120,800000.0,4,2.25,high_end
2014-07-01,3830,800000.0,3,3.5,high_end
2014-05-09,3540,800000.0,4,3.25,high_end
2014-11-21,1510,800000.0,3,1.75,high_end
2014-12-02,4600,800000.0,4,2.5,high_end
2014-07-10,2220,800000.0,3,2.75,high_end
2014-06-23,2380,800000.0,3,2.25,high_end
2014-06-11,2690,800000.0,4,3.75,high_end
2014-06-26,2080,800000.0,3,1.75,high_end
2014-05-27,2680,800000.0,4,2.5,high_end
2015-01-28,2060,800000.0,3,3.0,high_end
2014-12-08,1890,800000.0,3,1.75,high_end
2015-03-30,3100,800000.0,4,2.5,high_end
2014-09-16,3320,800000.0,5,2.5,high_end
2014-05-14,1700,800000.0,3,1.0,high_end
2015-04-28,1570,800000.0,2,1.0,high_end
2014-11-17,2150,800000.0,4,1.75,high_end
2015-04-24,2900,800000.0,4,2.5,high_end
2014-06-26,2990,800000.0,4,2.5,high_end
2015-02-06,4940,800000.0,4,2.5,high_end
2015-04-08,3410,800000.0,5,2.5,high_end
2015-03-31,2960,800000.0,5,2.0,high_end
2014-07-16,1630,800000.0,3,2.5,high_end
2015-04-26,2395,800000.0,2,2.5,high_end
2014-06-10,1620,800000.0,3,2.25,high_end
2015-04-20,3010,800000.0,4,2.75,high_end
2015-01-27,2540,799990.0,4,3.5,high_end
2015-02-18,2850,799990.0,3,2.5,high_end
2014-08-01,3110,799990.0,4,2.75,high_end
2014-09-22,3030,799950.0,4,3.5,high_end
2014-10-10,3760,799950.0,5,3.75,high_end
2014-11-07,2900,799950.0,3,3.0,high_end
2014-05-23,4220,799950.0,4,3.5,high_end
2014-07-14,3040,799950.0,6,2.75,high_end
2014-08-12,1860,799950.0,3,2.25,high_end
2014-10-06,3320,799950.0,4,2.5,high_end
